PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMBD
372	alpha-hydroxyisovalerate	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	46537	LC/MS Polar	100001300	1052	117.0557	99823	600-37-3		HMDB00407
5085	alpha-hydroxymetoprolol	Xenobiotics	Drug - Cardiovascular	54738	LC/MS Pos Early	100006385	2900	284.1856	114962	56392-16-6		HMDB60994
402	alpha-ketobutyrate	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	4968	LC/MS Polar	796	940	101.0244	58	600-18-0	C00109	HMDB00005
44	alpha-ketoglutaramate*	Amino Acid	Glutamate Metabolism	62101	LC/MS Polar	100002397	1916	144.0302	48	18465-19-5		
1311	alpha-ketoglutarate	Energy	TCA Cycle	528	LC/MS Polar	93	2700	145.0143	51	305-72-6;328-50-7;22202-68-2	C00026	HMDB00208
4028	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	1561	LC/MS Pos Late	1105	2522	430.3782	14985	59-02-9;10191-41-0	C02477	HMDB01893
3092	andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	32827	LC/MS Neg	100002152	3871	383.1534			C04555	HMDB02759
3067	"androstenediol (3alpha, 17alpha) monosulfate (2)"	Lipid	Androgenic Steroids	37207	LC/MS Neg	100002026	4712	369.1741				
3068	"androstenediol (3alpha, 17alpha) monosulfate (3)"	Lipid	Androgenic Steroids	37209	LC/MS Neg	100002027	5180	369.1741				
3063	"androstenediol (3beta,17beta) disulfate (1)"	Lipid	Androgenic Steroids	37202	LC/MS Neg	100001992	3740	224.0618	87120982		C04295	HMDB03818
3064	"androstenediol (3beta,17beta) disulfate (2)"	Lipid	Androgenic Steroids	37203	LC/MS Neg	100001994	4065	224.0624	87120982		C04295	HMDB03818
3060	"androstenediol (3beta,17beta) monosulfate (1)"	Lipid	Androgenic Steroids	37211	LC/MS Neg	100002028	4535	369.1741	13847309	521-17-5		HMDB03818
3061	"androstenediol (3beta,17beta) monosulfate (2)"	Lipid	Androgenic Steroids	37210	LC/MS Neg	100002029	4500	369.1741				
3044	androsterone glucuronide	Lipid	Androgenic Steroids	61846	LC/MS Neg	100002761	4953	465.2494	114833	1852-43-3	C11135	HMDB02829
3054	androsterone sulfate	Lipid	Androgenic Steroids	31591	LC/MS Neg	100001073	5022	369.1741	159663	2479-86-9		HMDB02759
253	anthranilate	Amino Acid	Tryptophan Metabolism	4970	LC/MS Pos Early	1258	2606	138.055	227	118-92-3	C00108	HMDB01123
1141	arabinose	Carbohydrate	Pentose Metabolism	575	LC/MS Polar	828	1804.5	195.051	66308	28697-53-2	C00216	HMDB00646
1149	arabitol/xylitol	Carbohydrate	Pentose Metabolism	48885	LC/MS Polar	100006430	1932.4	151.0612	6912;94154			
1155	arabonate/xylonate	Carbohydrate	Pentose Metabolism	48255	LC/MS Polar	100006115	2700	165.0405	122045;6602431			
1370	arachidate (20:0)	Lipid	Long Chain Saturated Fatty Acid	1118	LC/MS Neg	893	6240	311.2956	10467	506-30-9	C06425	HMDB02212
1423	arachidonate (20:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229	5535	303.233	444899	506-32-1	C00219	HMDB01043
1699	arachidonoylcarnitine (C20:4)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57518	LC/MS Pos Late	100015837	1353	448.3422				
1747	arachidonoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53261	LC/MS Pos Late	100009332	1390	390.3367				
1675	arachidoylcarnitine (C20)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	57513	LC/MS Pos Late	100015833	1512	456.4047				HMDB06460
463	argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	57461	LC/MS Pos Early	100002769	2150	176.103	160437	157-07-3		HMDB03148
426	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1638	LC/MS Pos Early	231	2825	175.119	232	1119-34-2	C00062	HMDB00517
4017	ascorbic acid 2-sulfate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	63590	LC/MS Polar	100009329	3042	254.9816	86484			
4018	ascorbic acid 3-sulfate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	63687	LC/MS Polar	100020409	2025	254.9815	11425365			
39	asparagine	Amino Acid	Alanine and Aspartate Metabolism	512	LC/MS Pos Early	917	1225	133.0608	6267	70-47-3	C00152	HMDB00168
35	aspartate	Amino Acid	Alanine and Aspartate Metabolism	443	LC/MS Pos Early	234	1165	134.0448	5960	56-84-8	C00049	HMDB00191
5018	atazanavir	Xenobiotics	Drug - Antiviral	63279	LC/MS Pos Late	100020926	1020	705.397	148192	198904-31-3	D07471	HMDB15205
5088	atenolol	Xenobiotics	Drug - Cardiovascular	38658	LC/MS Pos Early	100002726	2668	267.1703	2249	29122-68-7	D00235	HMDB01924
1526	azelate (C9-DC)	Lipid	"Fatty Acid, Dicarboxylate"	18362	LC/MS Neg	2029	1276	187.0976	2266	123-99-9	C08261	HMDB00784
2818	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	Dihydrosphingomyelins	57331	LC/MS Pos Late	100009026	3150	789.6844				HMDB12091
2824	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingomyelins	48492	LC/MS Pos Late	100006294	3083	787.6688				HMDB12103
1676	behenoylcarnitine (C22)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	57514	LC/MS Pos Late	100015832	1561	484.436				
4134	benzoate	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008	1750	121.0295	243	65-85-0	C00180	HMDB01870
4921	benzoylecgonine	Xenobiotics	"Drug - Analgesics, Anesthetics"	39678	LC/MS Pos Early	100002928	3061	290.1387	442997	519-09-5	C10847	HMDB41836
3917	beta-alanine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	55	LC/MS Pos Early	244	1905	90.055	239	56-41-7;107-95-9	C00099	HMDB00056
54	beta-citrylglutamate	Amino Acid	Glutamate Metabolism	54923	LC/MS Neg	100003271	530	320.0623	72715786	73590-26-8	C20775	
4102	beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism	57591	LC/MS Pos Late	100001977	2560	552.4326	6384256	472-70-8		HMDB33844
320	beta-hydroxyisovalerate	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	12129	LC/MS Neg	1442	1027	117.0557	69362	625-08-1		HMDB00754
6	betaine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	3141	LC/MS Pos Early	799	1064	118.0863	247	107-43-7	C00719	HMDB00043
2935	beta-sitosterol	Lipid	Sterol	27414	LC/MS Pos Late	100001033	3054	397.3829	222284	83-46-5	C01753	HMDB00852
4393	betonicine	Xenobiotics	Food Component/Plant	38100	LC/MS Pos Early	100002153	1012	160.0968	164642	515-25-3	C08269	HMDB29412
4076	"bilirubin (E,E)*"	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32586	LC/MS Pos Late	100001950	1045	585.2708	5315454			
4077	"bilirubin (E,Z or Z,E)*"	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	47886	LC/MS Pos Late	100001951	1265	585.2708	5799469			HMDB00488
4075	bilirubin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	43807	LC/MS Pos Late	1090	1840	585.2708	5280352	635-65-4	C00486	HMDB00054
4078	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	2137	LC/MS Pos Late	250	1016	583.2551	5353439	55482-27-4;55482-27-4	C00500	HMDB01008
1540	branched chain 14:0 dicarboxylic acid	Lipid	"Fatty Acid, Dicarboxylate"	63191	LC/MS Neg	100021374	3849	257.1758				
5655	"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"	Partially Characterized Molecules	Partially Characterized Molecules	63615	LC/MS Neg	100021666	4805	169.1234				
5658	"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*"	Partially Characterized Molecules	Partially Characterized Molecules	63683	LC/MS Neg	100021709	5261	197.1546				
1349	butyrate (4:0)	Lipid	Short Chain Fatty Acid	40605	LC/MS Neg	1143	1062	87.0452	264	109-92-6	C00246	HMDB00039
1615	butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS Pos Early	100001054	2860	232.1543	439829	25576-40-3	C02862	HMDB02013
1616	butyrylglycine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31850	LC/MS Neg	100001151	1470	144.0666	88412	20208-73-5		HMDB00808
4768	caffeic acid sulfate	Xenobiotics	Food Component/Plant	53254	LC/MS Polar	100009337	1307	258.9918				HMDB41708
4230	caffeine	Xenobiotics	Xanthine Metabolism	569	LC/MS Pos Early	849	2106	195.0877	2519	58-08-2	C07481	HMDB01847
2938	campesterol	Lipid	Sterol	33997	LC/MS Pos Late	100001269	2873	383.3672	173183	474-62-4	C01789	HMDB02869
1355	caprate (10:0)	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888	5090.7	171.1391	2969	334-48-5	C01571	HMDB00511
1351	caproate (6:0)	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926	2713.7	115.0765	8892	142-62-1	C01585	HMDB00535
1353	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932	4362	143.1078	379	124-07-2	C06423	HMDB00482
56	carboxyethyl-GABA	Amino Acid	Glutamate Metabolism	40007	LC/MS Pos Early	100003260	2085	176.0917	2572	3/2/86		HMDB02201
4893	carboxyibuprofen	Xenobiotics	"Drug - Analgesics, Anesthetics"	43333	LC/MS Neg	100004171	1920	235.0976	10444113	15935-54-3		HMDB60564
1728	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos Early	100000007	1978	162.1125	10917	461-05-2	C00318	HMDB00062
4098	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	57635	LC/MS Pos Late	100015966	1720	568.4276				
4099	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	57636	LC/MS Pos Late	100015967	1904	568.4279				
4100	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	57637	LC/MS Pos Late	100015968	1948	568.4279				
224	catechol glucuronide	Amino Acid	Tyrosine Metabolism	53243	LC/MS Neg	100009326	1742	285.0616	75124209			
4154	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605	1906	188.9863	3083879	4918-96-1		HMDB59724
2770	"ceramide (d16:1/24:1, d18:1/22:1)*"	Lipid	Ceramides	57437	LC/MS Pos Late	100015727	3850	620.5976				
2766	"ceramide (d18:1/14:0, d16:1/16:0)*"	Lipid	Ceramides	57432	LC/MS Pos Late	100015735	2477	510.4881				
2767	"ceramide (d18:1/17:0, d17:1/18:0)*"	Lipid	Ceramides	57434	LC/MS Pos Late	100015737	3055	552.5351				
2769	"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	Lipid	Ceramides	57440	LC/MS Pos Late	100015755	3920	594.582				
2771	"ceramide (d18:2/24:1, d18:1/24:2)*"	Lipid	Ceramides	57443	LC/MS Pos Late	100015744	3858	646.6133				
1678	cerotoylcarnitine (C26)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	57516	LC/MS Pos Late	100015835	1649	540.4986				HMDB06347
5292	cetirizine	Xenobiotics	Drug - Respiratory	54745	LC/MS Pos Late	100009034	1052	389.1627	2678	83881-51-0	C07778	HMDB05032
242	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Pos Early	100006379	2700	367.15	10981970	180509-18-6		
3145	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123	5264	391.2854	10133	474-24-9;474-25-9	C02528	HMDB00518
3146	chenodeoxycholic acid sulfate (1)	Lipid	Primary Bile Acid Metabolism	63607	LC/MS Neg	100021650	4531	235.1175				
1973	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859	3191.2	225.0616		643-12-9	C19891	HMDB34220
3142	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136	5165	407.2803	221493	81-25-4	C00695	HMDB00619
2910	cholesterol	Lipid	Sterol	63	LC/MS Pos Late	266	2707	369.3516	11025495	57-88-5	C00187	HMDB00067
3160	cholic acid glucuronide	Lipid	Primary Bile Acid Metabolism	62571	LC/MS Neg	100020549	4512	583.3124				
2001	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos Early	1256	1961	104.107	305	67-48-1	C00114	HMDB00097
2002	phosphocholine	Lipid	Phospholipid Metabolism	34396	LC/MS Pos Early	267	700	184.0733	1014	72556-74-2	C00588	HMDB01565
4446	cinnamoylglycine	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253	3127	204.0666	709625	16534-24-0		HMDB11621
1356	cis-4-decenoate (10:1n6)*	Lipid	Medium Chain Fatty Acid	62873	LC/MS Neg	100002796	4890	169.1234	5312351	505-90-8		
1685	cis-4-decenoylcarnitine (C10:1)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	38178	LC/MS Pos Late	100002259	1057	314.2326		98930-66-6		
5257	citalopram/escitalopram	Xenobiotics	Drug - Psychoactive	40459	LC/MS Pos Late	100003444	908	325.1711	146570	219861-08-2	D07913	HMDB05028
1326	citraconate/glutaconate	Energy	TCA Cycle	47076	LC/MS Polar	100006438	2600	129.0194				
1305	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124	582	191.0197	311	77-92-9	C00158	HMDB00094
435	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS Pos Early	391	1520	176.103	9750	372-75-8	C00327	HMDB00904
5034	cobicistat	Xenobiotics	Drug - Antiviral	63275	LC/MS Pos Late	100020937	1092	776.3622		1004316-88-4	D09881	
3011	corticosterone	Lipid	Corticosteroids	5983	LC/MS Neg	272	5040	345.2071	5753	50-22-6	C02140	HMDB01547
3017	cortisol	Lipid	Corticosteroids	1712	LC/MS Neg	356	4710	361.202	5754	50-23-7	C00735	HMDB00063
3021	cortisone	Lipid	Corticosteroids	1769	LC/MS Neg	273	4575	359.1864	222786	53-06-5	C00762	HMDB02802
3027	cortolone glucuronide (1)	Lipid	Corticosteroids	57699	LC/MS Neg	100015971	4600	541.2654				
4246	cotinine	Xenobiotics	Tobacco Metabolite	553	LC/MS Pos Early	848	2213	177.1022	854019	486-56-6		HMDB01046
469	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos Early	1221	1947	132.0768	586	57-00-1	C00300	HMDB00064
470	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos Early	275	2055	114.0662	588	60-27-5	C00791	HMDB00562
671	cyclo(gly-pro)	Peptide	Dipeptide	37077	LC/MS Pos Early	100001946	1349	155.0815	126154	3705-27-9		
513	"cys-gly, oxidized"	Amino Acid	Glutathione Metabolism	18368	LC/MS Pos Early	1224	2947	355.0741	333293	7729-20-6		
401	cystathionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	15705	LC/MS Pos Early	310	2270	223.0747	439258	535-34-2	C02291	HMDB00099
403	cysteine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	1868	LC/MS Pos Early	800	1475	122.027	5862	52-90-4;56-89-3	C00097	HMDB00574
408	cysteine s-sulfate	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	22176	LC/MS Pos Early	100000808	565	201.9838	115015	1637-71-4	C05824	HMDB00731
415	cysteine sulfinic acid	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	37443	LC/MS Pos Early	100002113	597	154.0169	109	207121-48-0	C00606	HMDB00996
508	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	35159	LC/MS Pos Early	100001437	2465	427.0952	4247235	13081-14-6		HMDB00656
511	cysteinylglycine	Amino Acid	Glutathione Metabolism	35637	LC/MS Pos Early	278	2132	179.0485	439498	19246-18-5	C01419	HMDB00078
512	cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism	62103	LC/MS Pos Early	100002466	2547	298.0526		70555-24-7		HMDB00709
409	cystine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	56	LC/MS Polar	279	3424	239.0166	67678	56-89-3	C00491	HMDB00192
3928	cytidine	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	514	LC/MS Pos Early	827	2124	244.0928	6175	65-46-3	C00475	HMDB00089
3929	cytosine	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	573	LC/MS Pos Early	881	2060	112.0505	597	71-30-7	C00380	HMDB00630
5020	darunavir	Xenobiotics	Drug - Antiviral	63290	LC/MS Pos Late	100020927	981	548.2425	213039	206361-99-1	D03656	HMDB15393
1529	decadienedioic acid (C10:2-DC)	Lipid	"Fatty Acid, Dicarboxylate"	63685	LC/MS Neg	100021711	1328	197.082				
1667	decanoylcarnitine (C10)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	33941	LC/MS Pos Late	100001251	1130	316.2482	10245190	1492-27-9		HMDB00651
3042	dehydroepiandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	32425	LC/MS Neg	100000792	4745	367.1585	12594	651-48-9	C04555	HMDB01032
4044	delta-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	62287	LC/MS Neg	100020416	3422	249.1132	11536125	84599-16-6		
4045	delta-CEHC glucuronide	Cofactors and Vitamins	Tocopherol Metabolism	62286	LC/MS Neg	100020483	2116	425.1453				
1727	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662	2052	146.1176	134	6249-56-5	C01181	HMDB01161
3167	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302	5294	391.2854	222528	83-44-3	C04483	HMDB00626
3170	deoxycholic acid (12 or 24)-sulfate*	Lipid	Secondary Bile Acid Metabolism	63688	LC/MS Neg	100021712	4580	235.1175				
3171	deoxycholic acid glucuronide	Lipid	Secondary Bile Acid Metabolism	63610	LC/MS Neg	100020550	4800	567.3175				
4888	desmethylnaproxen	Xenobiotics	"Drug - Analgesics, Anesthetics"	46331	LC/MS Neg	100001787	3045	215.0714	13393711	52079-10-4		HMDB13989
4889	desmethylnaproxen sulfate	Xenobiotics	"Drug - Analgesics, Anesthetics"	46106	LC/MS Neg	100001788	2250	295.0282	184679			
2619	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	Lipid	Diacylglycerol	54966	LC/MS Pos Late	100010940	2733	608.5249				
5555	dibutyl sulfosuccinate	Xenobiotics	Chemical	63841	LC/MS Neg	100021538	3557	309.1013	423891	5144-51-4		
1420	dihomolinoleate (20:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.2643	6439848	2091-39-6	C16525	HMDB05060
1422	dihomolinolenate (20:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	5280581	17046-59-2	C03242	HMDB02925
1700	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57521	LC/MS Pos Late	100015840	1392	450.3578				
1742	dihomo-linolenoyl-choline	Lipid	Fatty Acid Metabolism (Acyl Choline)	53262	LC/MS Pos Late	100009335	1424	392.3523				
1698	dihomo-linoleoylcarnitine (C20:2)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57520	LC/MS Pos Late	100015839	1436	452.3734				
4427	dihydrocaffeate sulfate (2)	Xenobiotics	Food Component/Plant	62524	LC/MS Polar	100020822	1328	261.0074	49844181			
3884	dihydroorotate	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	601	LC/MS Polar	923	1910	157.0255	648	155-54-4	C00337	HMDB03349
5460	dimethyl sulfone	Xenobiotics	Chemical	43424	LC/MS Pos Early	100004284	832	95.0161	6213	67-71-0	C11142	HMDB04983
441	dimethylarginine (ADMA + SDMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos Early	100001810	2850	203.1503	123831	102783-24-4	C03626	HMDB01539
5	dimethylglycine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	5086	LC/MS Pos Early	806	1104	104.0706	673	1118-68-9	C01026	HMDB00092
467	dimethylguanidino valeric acid (DMGV)*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	62783	LC/MS Pos Early	100020866	1891	202.1186				
1427	docosadienoate (22:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.2956	5282807	7370-49-2	C16533	HMDB61714
1551	docosadioate (C22-DC)	Lipid	"Fatty Acid, Dicarboxylate"	39837	LC/MS Neg	100002952	5291.8	369.301	244872	505-56-6	C19625	
1413	docosahexaenoate (DHA; 22:6n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.233	445580	6217-54-5	C06429	HMDB02183
1707	docosahexaenoylcarnitine (C22:6)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57523	LC/MS Pos Late	100015845	1349	472.3422				
1746	docosahexaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53263	LC/MS Pos Late	100009333	1378	414.3367				
1412	docosapentaenoate (DPA; 22:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	6441454	2234-74-4	C16513	HMDB06528
1426	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	6441454	25182-74-5	C16513	HMDB01976
1705	docosapentaenoylcarnitine (C22:5n3)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57529	LC/MS Pos Late	100015851	1387	474.3578				
1414	docosatrienoate (22:3n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195	5823	333.2799	5312556	59708-86-0	C16534	HMDB02823
1424	docosatrienoate (22:3n6)*	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57467	LC/MS Neg	100015762	5850	333.2799				
1536	dodecadienoate (12:2)*	Lipid	"Fatty Acid, Dicarboxylate"	62276	LC/MS Neg	100020478	5146	195.1391				
1533	dodecanedioate (C12)	Lipid	"Fatty Acid, Dicarboxylate"	32388	LC/MS Neg	100001102	2990	229.1445	12736	693-23-2	C02678	HMDB00623
1535	dodecenedioate (C12:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	61864	LC/MS Neg	100019972	2700	227.1289				
5023	dolutegravir	Xenobiotics	Drug - Antiviral	63276	LC/MS Neg	100020934	4758	418.122	54726191	1051375-19-9	D10066	
211	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556.2	232.0285	122136		C13690	HMDB06275
210	dopamine 4-sulfate	Amino Acid	Tyrosine Metabolism	48406	LC/MS Neg	100006360	1511	232.0285	123932		C13691	HMDB04148
5462	ectoine	Xenobiotics	Chemical	35651	LC/MS Pos Early	100001635	1980	143.0815	126041	96702-03-3	C06231	
5463	EDTA	Xenobiotics	Chemical	22163	LC/MS Neg	100001002	643	291.0834	6049	60-00-4	C00284	HMDB15109
5028	efavirenz	Xenobiotics	Drug - Antiviral	63282	LC/MS Neg	100020922	5350	314.0201	64139	154598-52-4	D00896	HMDB14763
1549	eicosanedioate (C20-DC)	Lipid	"Fatty Acid, Dicarboxylate"	39831	LC/MS Neg	100002951	5200.9	341.2697	75502	2424-92-2		
1410	eicosapentaenoate (EPA; 20:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	446284	10-2005-9;10417-94-4	C06428	HMDB01999
1550	eicosenedioate (C20:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	62923	LC/MS Neg	100021105	5095	339.2541				
1393	eicosenoate (20:1n9 or 1n11)	Lipid	Long Chain Monounsaturated Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799	5282768		C16526	HMDB02231
1692	eicosenoylcarnitine (C20:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	57519	LC/MS Pos Late	100015838	1484	454.3891				
5025	elvitegravir	Xenobiotics	Drug - Antiviral	63287	LC/MS Neg	100020935	5276	446.1176	5277135	697761-98-1	D06677	
5031	emtricitabine	Xenobiotics	Drug - Antiviral	63285	LC/MS Neg	100020917	2201	246.0354	60877	143491-57-0	D01199	HMDB15017
3046	epiandrosterone sulfate	Lipid	Androgenic Steroids	33973	LC/MS Neg	100001287	4855	369.1741	9929317	22229-22-7		
4485	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Pos Early	100002154	850	230.0958	3032311	58511-63-0	C05570	HMDB03045
1397	erucate (22:1n9)	Lipid	Long Chain Monounsaturated Fatty Acid	1552	LC/MS Neg	1087	6355.6	337.3112	5281116	112-86-7	C08316	HMDB02068
1693	erucoylcarnitine (C22:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	57525	LC/MS Pos Late	100015841	1535	482.4204				
4487	erythritol	Xenobiotics	Food Component/Plant	20699	LC/MS Polar	100000846	1491	167.0561	222285	149-32-6	C00503	HMDB02994
1297	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135.0299	2781043	88759-55-1		HMDB00613
3125	estrone 3-sulfate	Lipid	Estrogenic Steroids	18474	LC/MS Neg	1230	4417.3	349.1115	3001028	438-67-5	C02538	HMDB01425
4661	ethyl alpha-glucopyranoside	Xenobiotics	Food Component/Plant	63152	LC/MS Neg	100015965	1576	207.0874	428040	34625-23-5		
5401	ethyl glucuronide	Xenobiotics	Chemical	39603	LC/MS Neg	100002849	793	221.0667	152226	17685-04-0		HMDB10325
4789	ethyl-beta-glucopyranoside	Xenobiotics	Food Component/Plant	64131	LC/MS Neg	100020377	1519	207.0874	121667			
358	ethylmalonate	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	15765	LC/MS Polar	2054	2785	131.035	11756	601-75-2		HMDB00622
3057	etiocholanolone glucuronide	Lipid	Androgenic Steroids	47112	LC/MS Neg	100005403	4915	465.2494	270605	9/3/02		HMDB04484
4694	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243.0333	180632	95480-60-7		
4002	FAD	Cofactors and Vitamins	Riboflavin Metabolism	2134	LC/MS Neg	327	2425	784.1499	643975	146-14-5;84366-81-4	C00016	HMDB01248
5240	fluoxetine	Xenobiotics	Drug - Psychoactive	44619	LC/MS Pos Late	1382	1025	310.1413	3386	59333-67-4	D00326	
77	formiminoglutamate	Amino Acid	Histidine Metabolism	43493	LC/MS Pos Early	100002500	1880	175.0713	439233	816-90-0	C00439	HMDB00854
1215	fructose	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	48195	LC/MS Polar	878	2065	225.0616	5984	57-48-7	C00095	HMDB00660
113	fructosyllysine	Amino Acid	Lysine Metabolism	46227	LC/MS Pos Early	100005373	2784	309.1656	123708	21291-40-7		
1315	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115.0037	444972	100-17-8	C00122	HMDB00134
